Year,Age of Car,Brand,Model,Car Name,Kilometer,Fuel,Price,Transmission,Location,Engine
2019,5,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,115000,Diesel,365000000,Manual,Surabaya,1998
2020,4,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,35001,Diesel,365000000,Automatic,Bantul,1998
2020,4,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,35000,Diesel,365000000,Manual,Bantul,1998
2015,9,Toyota,Innova,Innova 2.4 Q AT DIESEL VENTURER BASIC,82000,Diesel,365000000,Automatic,Kampar,1998
2019,5,Toyota,Innova,Innova REBORN 2.4 V MT DIESEL,17000,Diesel,365000000,Automatic,Medan,1998
2019,5,Toyota,Innova,Innova 2.0L Venturer AT,62000,Bensin,365000000,Automatic,Surabaya,1998
2013,11,Honda,CR-V,CR-V 2.0L RS eHEV,299054,Bensin,365000000,Automatic,Indragiri Hulu,1993
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,30000,Bensin,365000000,Automatic,Jakarta Utara,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo,43000,Bensin,365000000,Automatic,Surabaya,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,102000,Bensin,365000000,Automatic,Jakarta Timur,1498
2019,5,Honda,CR-V,CR-V  1.5L Turbo,99000,Bensin,365000000,Automatic,Jakarta Pusat,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo,35000,Bensin,365000000,Automatic,Jakarta Selatan,1498
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,104512,Diesel,367000000,Automatic,Jakarta Timur,2393
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,60000,Bensin,367000000,Automatic,Jakarta Utara,1498
2020,4,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,20000,Diesel,368000000,Automatic,Jakarta Timur,1998
2021,3,Toyota,Innova,Innova REBORN 2.4 G MT DIESEL,20000,Diesel,368000000,Manual,Bantul,1998
2021,3,Toyota,Innova,Innova V Luxury AT Gasoline,52000,Bensin,368000000,Automatic,Jakarta Timur,1998
2022,2,Toyota,Innova,Innova 2.0 V AT,7000,Bensin,368000000,Manual,Jakarta Utara,1998
2021,3,Toyota,Innova,Innova 2.0 V AT,47000,Bensin,368000000,Manual,Jakarta Timur,1998
2021,3,Toyota,Innova,Innova REBORN 2.4 G MT DIESEL LUX,10000,Diesel,368000000,Automatic,Bandar Lampung,1998
2018,6,Honda,CR-V,CR-V  2.0L,35000,Bensin,368000000,Automatic,Jakarta Pusat,1997
2017,7,Honda,CR-V,CR-V 1.5L Turbo,56800,Bensin,368000000,Automatic,Jakarta Barat,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,50000,Bensin,368500000,Automatic,Tangerang,1498
2020,4,Mitsubishi,Pajero, Pajero Sport  Exceed 4x2 AT,50000,Diesel,369000000,Automatic,Jakarta Pusat,2477
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,80000,Diesel,369000000,Automatic,Jakarta Selatan,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,80000,Diesel,369000000,Automatic,Jakarta Selatan,2393
2022,2,Toyota,Innova,Innova 2.0 V MT,30000,Bensin,369000000,Automatic,Sleman,1998
2020,4,Toyota,Innova,Innova REBORN 2.4 G MT DIESEL,20000,Diesel,369000000,Automatic,Pekanbaru,1998
2019,5,Honda,CR-V,CR-V  1.5L Turbo,59000,Bensin,369000000,Automatic,Surabaya,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,54832,Bensin,369000000,Automatic,Bekasi,1498
2023,1,Honda,HRV,HRV 1.5L SE CVT,10000,Bensin,369000000,CVT,Surabaya,1498
2015,9,Mitsubishi,Pajero, Pajero Sport  Exceed 4x2,95000,Diesel,370000000,Automatic,Cimahi,2477
2019,5,Toyota,Fortuner,Fortuner 2.4 VRZ AT,82000,Diesel,370000000,Automatic,Jakarta Pusat,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,53000,Diesel,370000000,Automatic,Jakarta Utara,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,91000,Diesel,370000000,Automatic,Jakarta Utara,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,105180,Diesel,370000000,Automatic,Jakarta Barat,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,75000,Diesel,370000000,Automatic,Jakarta Selatan,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,90000,Diesel,370000000,Automatic,Surabaya,2393
2017,7,Toyota,Fortuner,Fortuner 2.7 SRZ AT,40000,Bensin,370000000,CVT,Tangerang Selatan,2694
2017,7,Toyota,Fortuner,Fortuner 2.7 SRZ AT,40000,Bensin,370000000,Manual,Tangerang Selatan,2694
2016,8,Toyota,Fortuner,Fortuner  4x2 2.4 VRZ AT DSL LUX,113456,Diesel,370000000,Automatic,Surabaya,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,18998,Diesel,370000000,Automatic,Surabaya,2393
2016,8,Toyota,Fortuner,Fortuner  4x2 2.4 VRZ AT DSL LUX,18777,Diesel,370000000,Automatic,Surabaya,2393
2016,8,Toyota,Fortuner,Fortuner  VRZ 4X2 2.4 AT,130678,Diesel,370000000,Manual,Jakarta Barat,2393
2016,8,Toyota,Fortuner,Fortuner  VRZ 4X2 2.4 AT,130678,Diesel,370000000,Manual,Jakarta Barat,2393
2018,6,Toyota,Innova,Innova 2.0 V AT,28000,Bensin,370000000,Automatic,Surabaya,1998
2020,4,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL LUX,30496,Diesel,370000000,Automatic,Kediri,1998
2018,6,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,72000,Diesel,370000000,Manual,Surabaya,1998
2023,1,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,28000,Diesel,370000000,Automatic,Surabaya,1998
2021,3,Toyota,Innova,Innova V Luxury AT Gasoline,55000,Bensin,370000000,Manual,Jakarta Timur,1998
2021,3,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,24000,Diesel,370000000,Automatic,Sleman,1998
2020,4,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,12000,Diesel,370000000,Manual,Semarang,1998
2018,6,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,71000,Diesel,370000000,Automatic,Surabaya,1998
2016,8,Honda,CR-V,CR-V  2.4L Prestige AT,24000,Bensin,370000000,Automatic,Bandung,2354
2019,5,Honda,CR-V,CR-V  1.5L Turbo Prestige,45092,Bensin,370000000,Automatic,Jakarta Utara,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo,60000,Bensin,370000000,Automatic,Jakarta Timur,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo,86000,Bensin,370000000,Automatic,Jakarta Selatan,1498
2018,6,Honda,CR-V,CR-V 1.5L Turbo,145000,Bensin,370000000,Automatic,Bekasi,1498
2017,7,Honda,CR-V,CR-V  1.5 CVT PRESTIGE,35000,Bensin,370000000,Automatic,Jakarta Utara,1498
2023,1,Honda,HRV,HRV 1.5L SE CVT,2000,Bensin,370000000,CVT,Jakarta Utara,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,70000,Bensin,371000000,Automatic,Tangerang Selatan,1498
2016,8,Mitsubishi,Pajero, Pajero Sport Dakar Ultimate AT 4x2,84499,Diesel,372000000,Automatic,Bekasi,2442
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,45000,Bensin,372000000,Automatic,Jakarta Barat,1498
2018,6,Toyota,Fortuner,Fortuner 2.4 G AT,80000,Diesel,373000000,Automatic,Jakarta Utara,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,140000,Diesel,373000000,Manual,Jakarta Selatan,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,140000,Diesel,373000000,Manual,Jakarta Selatan,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,47000,Diesel,373000000,Automatic,Surabaya,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,47000,Diesel,373000000,Manual,Surabaya,2393
2017,7,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,48588,Diesel,373000000,Automatic,Bantul,1998
2019,5,Toyota,Innova,Innova REBORN 2.4 V MT DIESEL,65482,Diesel,373000000,Automatic,Pekanbaru,1998
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,91290,Bensin,373000000,Automatic,Bekasi,1498
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,75000,Diesel,374000000,Automatic,Tangerang Selatan,2393
2016,8,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,78000,Diesel,375000000,Automatic,Surabaya,2442
2016,8,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,79000,Diesel,375000000,Automatic,Surabaya,2442
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,50000,Diesel,375000000,Automatic,Jakarta Utara,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,74382,Diesel,375000000,Automatic,Bekasi,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,67000,Diesel,375000000,Automatic,Jakarta Selatan,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,128000,Diesel,375000000,Automatic,Surabaya,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,128000,Diesel,375000000,Automatic,Surabaya,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,150000,Diesel,375000000,Automatic,Jakarta Utara,2393
2016,8,Toyota,Fortuner,Fortuner  VRZ 2.4 AT,98000,Diesel,375000000,Automatic,Jakarta Utara,2393
2014,10,Toyota,Fortuner,Fortuner G 2.5L Diesel AT VNTURBO,1,Diesel,375000000,Automatic,Surabaya,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL TRD,68412,Diesel,375000000,Automatic,Tangerang,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL TRD,68412,Diesel,375000000,Automatic,Tangerang,2393
2021,3,Toyota,Innova,Innova 2.5 G AT DIESEL,29000,Diesel,375000000,Manual,Tangerang,1998
2021,3,Toyota,Innova,Innova 2.0 V AT,29000,Bensin,375000000,Manual,Jakarta Utara,1998
2019,5,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,60000,Diesel,375000000,Automatic,Surabaya,1998
2019,5,Toyota,Innova,Innova REBORN 2.0 V MT LUX,500000,Bensin,375000000,Automatic,Makassar,1998
2020,4,Toyota,Innova,Innova REBORN 2.4 G MT DIESEL,9000,Diesel,375000000,Manual,Bogor,1998
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,90000,Bensin,375000000,Automatic,Surabaya,1498
2019,5,Honda,CR-V,CR-V 1.5L Turbo,30000,Bensin,375000000,Automatic,Jakarta Utara,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,55998,Bensin,375000000,Automatic,Jakarta Timur,1498
2017,7,Honda,CR-V,CR-V  1.5 TURBO PRESTIGE,41000,Bensin,375000000,Automatic,Jakarta Utara,1498
2017,7,Honda,CR-V,CR-V  1.5 TURBO PRESTIGE CVT,56000,Bensin,375000000,Automatic,Surabaya,1498
2018,6,Honda,CR-V,CR-V  PRESTIGE,37000,Bensin,375000000,Automatic,Jakarta Pusat,1498
2017,7,Honda,CR-V,CR-V  1.5 CVT PRESTIGE,85784,Bensin,375000000,Automatic,Pekanbaru,1498
2017,7,Honda,CR-V,CR-V  1.5 TURBO PRESTIGE,47000,Bensin,375000000,Automatic,Tangerang,1498
2023,1,Honda,HRV,HRV 1.5L SE CVT,5000,Bensin,375000000,CVT,Bandung,1498
2023,1,Honda,HRV,HRV 1.5L SE CVT,3000,Bensin,375000000,CVT,Surabaya,1498
2022,2,Honda,HRV,HRV 1.5L SE CVT,25000,Bensin,375000000,CVT,Pekanbaru,1498
2022,2,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,19000,Diesel,376000000,Automatic,Jakarta Selatan,1998
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,50000,Diesel,377000000,Automatic,Sleman,2393
2018,6,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,70000,Diesel,377780000,Manual,Semarang,1998
2019,5,Toyota,Fortuner,Fortuner 2.7 SRZ AT,58000,Bensin,378000000,Automatic,Pekanbaru,2694
2019,5,Toyota,Fortuner,Fortuner 2.7 SRZ AT,58000,Bensin,378000000,Automatic,Pekanbaru,2694
2017,7,Toyota,Innova,Innova REBORN 2.4 Q AT DIESEL VENTURER,88000,Diesel,378000000,Automatic,Jakarta Timur,1998
2022,2,Toyota,Innova,Innova 2.0 V AT,7000,Bensin,378000000,Automatic,Jakarta Utara,1998
2018,6,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,80000,Diesel,378000000,Manual,Surabaya,1998
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,48483,Bensin,378000000,Automatic,Bekasi,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,67000,Bensin,378000000,Automatic,Jakarta Utara,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo,63000,Bensin,378000000,Automatic,Jakarta Timur,1498
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,85000,Diesel,379000000,Automatic,Jakarta Selatan,2393
2022,2,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,23791,Diesel,379000000,Manual,Sleman,1998
2019,5,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,48000,Diesel,379000000,Automatic,Bandung,1998
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,40000,Bensin,379000000,Automatic,Jakarta Pusat,1498
2019,5,Honda,CR-V,CR-V  Standar 1.5L AT,50000,Bensin,379000000,Automatic,Jakarta Utara,1498
1970,54,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,80000,Diesel,380000000,Automatic,Jakarta Timur,2442
2018,6,Mitsubishi,Pajero, Pajero Sport Exceed MT 4x2,95000,Diesel,380000000,Automatic,Bengkalis,2477
2019,5,Toyota,Fortuner,Fortuner 2.4 VRZ AT,150000,Diesel,380000000,Automatic,Bekasi,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 G AT 4x4,50000,Diesel,380000000,Manual,Bekasi,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 G AT 4x4,50000,Diesel,380000000,Automatic,Bekasi,2393
2017,7,Toyota,Fortuner,Fortuner 4x2 2.8 VRZ AT DSL,100000,Diesel,380000000,Manual,Pekanbaru,2755
2018,6,Toyota,Fortuner,Fortuner 4X2 2.5L MT TRD,87240,Diesel,380000000,Automatic,Bandar Lampung,2393
2016,8,Toyota,Fortuner,Fortuner  G 2.4 AT,101000,Diesel,380000000,Automatic,Tangerang,2393
2022,2,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,39000,Diesel,380000000,Manual,Surabaya,1998
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,70000,Bensin,380000000,Automatic,Semarang,1498
2018,6,Honda,CR-V,CR-V 1.5L Turbo,70000,Bensin,380000000,Automatic,Semarang,1498
2018,6,Honda,CR-V,CR-V 1.5L Turbo,80000,Bensin,380000000,Automatic,Jakarta Barat,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,110000,Bensin,380000000,Automatic,Bogor,1498
2019,5,Honda,CR-V,CR-V  1.5L Turbo Prestige,90000,Bensin,380000000,Automatic,Jakarta Timur,1498
2017,7,Honda,CR-V,CR-V 1.5L Turbo,71000,Bensin,380000000,Automatic,Bekasi,1498
2018,6,Honda,CR-V,CR-V 1.5L Turbo,48000,Bensin,380000000,Automatic,Jakarta Utara,1498
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,44097,Diesel,382000000,Automatic,Bekasi,2393
2021,3,Toyota,Innova,Innova 2.5 G AT DIESEL,30000,Diesel,382000000,Manual,Kediri,1998
2017,7,Mitsubishi,Pajero, Pajero Sport Dakar AT 4x2,59634,Diesel,384000000,Automatic,Bekasi,2442
2018,6,Mitsubishi,Pajero, Pajero Sport Exceed AT 4x2,35039,Diesel,384000000,Manual,Bekasi,2477
2016,8,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,110000,Diesel,385000000,Automatic,Sleman,2442
2016,8,Mitsubishi,Pajero, Pajero Sport Dakar AT 4x2,60000,Diesel,385000000,Automatic,Tangerang,2442
2016,8,Mitsubishi,Pajero, Pajero Sport  SPORT DAKAR HI POWER 4X2,52000,Diesel,385000000,Automatic,Jakarta Utara,2442
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,120000,Diesel,385000000,Automatic,Bandung,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 VRZ AT,85000,Diesel,385000000,Automatic,Kampar,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,66000,Diesel,385000000,Automatic,Tangerang,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,66000,Diesel,385000000,Automatic,Tangerang,2393
2018,6,Toyota,Fortuner,Fortuner VRZ 4X2 TRD 2.4L AT,90000,Diesel,385000000,Automatic,Bogor,2393
2018,6,Toyota,Fortuner,Fortuner SRZ 4X2 TRD 2.7L AT,55820,Diesel,385000000,Manual,Jakarta Selatan,2393
2017,7,Toyota,Fortuner,Fortuner VRZ 4X2 TRD 2.4L AT,60000,Diesel,385000000,Automatic,Jakarta Barat,2393
2018,6,Toyota,Innova,Innova REBORN 2.4 Q AT DIESEL VENTURER,81977,Diesel,385000000,Manual,Sleman,1998
2020,4,Toyota,Innova,Innova 2.0L Venturer AT,18957,Bensin,385000000,Manual,Bekasi,1998
2019,5,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,66001,Diesel,385000000,Automatic,Sleman,1998
2018,6,Toyota,Innova,Innova 2.4L Venturer AT,81000,Bensin,385000000,Manual,Sleman,1998
2019,5,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,52577,Diesel,385000000,Manual,Surabaya,1998
2020,4,Toyota,Innova,Innova 2.5 V AT DIESEL,50000,Diesel,385000000,Automatic,Jakarta Utara,1998
2022,2,Toyota,Innova,Innova 2.0 V AT,24000,Bensin,385000000,Automatic,Bandung,1998
2021,3,Toyota,Innova,Innova REBORN 2.0 V AT,40000,Bensin,385000000,Automatic,Surabaya,1998
2022,2,Toyota,Innova,Innova G 2.4 LUXURY DIESEL AT,30000,Diesel,385000000,Automatic,Surabaya,1998
2021,3,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,9000,Diesel,385000000,Manual,Sleman,1998
2019,5,Toyota,Innova,Innova 2.5 V AT DIESEL,85000,Diesel,385000000,Automatic,Bekasi,1998
2019,5,Honda,CR-V,CR-V  1.5L Turbo Prestige,30000,Bensin,385000000,Automatic,Jakarta Pusat,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,96040,Bensin,385000000,Automatic,Jakarta Pusat,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,62000,Bensin,385000000,Automatic,Jakarta Utara,1498
2019,5,Honda,CR-V,CR-V  1.5L Turbo Prestige,44000,Bensin,385000000,Automatic,Jakarta Utara,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo,48000,Bensin,385000000,Automatic,Sleman,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,100000,Bensin,385000000,Automatic,Pekanbaru,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo,26000,Bensin,385000000,Automatic,Surabaya,1498
2019,5,Honda,CR-V,CR-V  1.5L Turbo Prestige,95000,Bensin,385000000,Automatic,Jakarta Pusat,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,35000,Bensin,385000000,Automatic,Jakarta Pusat,1498
2017,7,Honda,CR-V,CR-V  1.5 TURBO PRESTIGE CVT,70000,Bensin,385000000,Automatic,Surabaya,1498
2022,2,Honda,HRV,HRV 1.5L SE CVT,1309,Bensin,385000000,CVT,Bantul,1498
2019,5,Honda,HRV,HRV 1.5L E CVT,30000,Bensin,385000000,CVT,Surabaya,1498
2023,1,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL LUX,15000,Diesel,386000000,Manual,Surabaya,1998
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,114233,Bensin,386000000,Automatic,Bekasi,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,88268,Bensin,386000000,Automatic,Bekasi,1498
2018,6,Toyota,Innova,Innova REBORN 2.4 Q AT DIESEL VENTURER,72000,Diesel,387000000,Automatic,Jakarta Utara,1998
2018,6,Toyota,Fortuner,Fortuner VRZ 4X2 TRD 2.4L AT,70000,Diesel,388000000,CVT,Jakarta Utara,2393
2019,5,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,71748,Diesel,388000000,Manual,Malang,1998
2018,6,Mitsubishi,Pajero, Pajero Sport Dakar AT 4x2,20000,Diesel,389000000,Automatic,Jakarta Pusat,2442
2017,7,Mitsubishi,Pajero, Pajero Sport Dakar AT 4x2,80000,Diesel,389000000,Automatic,Bekasi,2442
2018,6,Mitsubishi,Pajero, Pajero Sport GLX 4x4 MT,50000,Diesel,389000000,Manual,Jakarta Selatan,2477
2017,7,Mitsubishi,Pajero, Pajero Sport  SPORT 2.4 L DAKAR ULTIMATE 4x4,79000,Diesel,389000000,Automatic,Jakarta Utara,2442
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,34460,Diesel,389000000,CVT,Bekasi,2393
2017,7,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,80000,Diesel,389000000,Automatic,Semarang,2393
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,45600,Bensin,389000000,Automatic,Bekasi,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo,48000,Bensin,389000000,Automatic,Sleman,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,58000,Bensin,389000000,Automatic,Medan,1498
2018,6,Honda,CR-V,CR-V 1.5L Turbo,49000,Bensin,389000000,Automatic,Surabaya,1498
2017,7,Mitsubishi,Pajero, Pajero Sport  Dakar 4x4 AT,65000,Diesel,390000000,Automatic,Bandung,2442
2018,6,Mitsubishi,Pajero, Pajero Sport Dakar AT 4x2,95000,Diesel,390000000,Automatic,Jakarta Timur,2442
2017,7,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,75000,Diesel,390000000,Automatic,Malang,2442
2016,8,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,50000,Diesel,390000000,Automatic,Tangerang,2442
2016,8,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,51000,Diesel,390000000,Automatic,Tangerang,2442
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,85000,Diesel,390000000,Automatic,Bandung,2393
2018,6,Toyota,Fortuner,Fortuner 2.4 VRZ AT,105000,Diesel,390000000,Automatic,Tangerang,2393
2018,6,Toyota,Fortuner,Fortuner 2.4 VRZ AT,80200,Diesel,390000000,Automatic,Tangerang Selatan,2393
2016,8,Toyota,Fortuner,Fortuner VRZ 4X2 TRD 2.4L AT,78000,Diesel,390000000,Manual,Pekanbaru,2393
2017,7,Toyota,Fortuner,Fortuner VRZ 4X2 TRD 2.4L AT,68000,Diesel,390000000,Automatic,Tangerang Selatan,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,50000,Diesel,390000000,Manual,Wonosobo,2393
2016,8,Toyota,Fortuner,Fortuner  4X2 2.4 VRZ AT DIESEL,50000,Diesel,390000000,Automatic,Wonosobo,2393
2017,7,Toyota,Innova,Innova REBORN 2.4 Q AT DIESEL VENTURER,70000,Diesel,390000000,Automatic,Surabaya,1998
2022,2,Toyota,Innova,Innova REBORN 2.4 V MT DIESEL,8005,Diesel,390000000,Manual,Jakarta Utara,1998
2022,2,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,40000,Diesel,390000000,Automatic,Sleman,1998
2021,3,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,56600,Diesel,390000000,Automatic,Bandung,1998
2021,3,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,56600,Diesel,390000000,Automatic,Bandung,1998
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,64237,Bensin,390000000,Automatic,Malang,1498
2019,5,Honda,CR-V,CR-V  1.5L Turbo,48000,Bensin,390000000,Automatic,Surabaya,1498
2019,5,Honda,CR-V,CR-V  1.5L Turbo Prestige,162000,Bensin,390000000,Automatic,Tangerang Selatan,1498
2017,7,Honda,CR-V,CR-V  1.5L Turbo Prestige,90000,Bensin,390000000,Automatic,Surabaya,1498
2019,5,Honda,CR-V,CR-V  1.5L Turbo Prestige,50000,Bensin,390000000,Automatic,Bekasi,1498
2017,7,Honda,CR-V,CR-V  1.5 TURBO PRESTIGE CVT,73000,Bensin,390000000,Automatic,Bekasi,1498
2018,6,Honda,CR-V,CR-V  1.5L Turbo Prestige,59000,Bensin,391000000,Automatic,Jakarta Utara,1498
2019,5,Toyota,Fortuner,Fortuner 2.4 VRZ AT,80000,Diesel,391500000,Automatic,Tangerang,2393
2021,3,Mitsubishi,Pajero, Pajero Sport Dakar AT 4x2,12675,Diesel,392000000,Automatic,Padang,2442
2018,6,Mitsubishi,Pajero, Pajero Sport Dakar Ultimate AT 4x2,120000,Diesel,395000000,Automatic,Surabaya,2442
2016,8,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,81123,Diesel,395000000,Automatic,Bandung,2442
2016,8,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,100000,Diesel,395000000,Automatic,Bekasi,2442
2017,7,Mitsubishi,Pajero, Pajero Sport  Dakar 4x2 AT,104000,Diesel,395000000,Automatic,Sleman,2442
2019,5,Mitsubishi,Pajero, Pajero Sport  Exceed 4x2 MT,57000,Diesel,395000000,Manual,Sleman,2477
2019,5,Mitsubishi,Pajero, Pajero Sport Exceed MT 4x2,57001,Diesel,395000000,Manual,Sleman,2477
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,65000,Diesel,395000000,Automatic,Sidoarjo,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,49000,Diesel,395000000,Automatic,Jakarta Utara,2393
2018,6,Toyota,Fortuner,Fortuner 2.4 VRZ AT,100000,Diesel,395000000,Automatic,Sleman,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,80000,Diesel,395000000,Automatic,Jakarta Timur,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,50000,Diesel,395000000,Automatic,Tangerang,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,49000,Diesel,395000000,Automatic,Jakarta Utara,2393
2016,8,Toyota,Fortuner,Fortuner 2.4 G AT,105000,Diesel,395000000,Automatic,Pekanbaru,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,57874,Diesel,395000000,Manual,Pekanbaru,2393
2017,7,Toyota,Fortuner,Fortuner 2.4 VRZ AT,57874,Diesel,395000000,Automatic,Pekanbaru,2393
2021,3,Toyota,Fortuner,Fortuner 4x2 2.8 VRZ AT DSL,45000,Diesel,395000000,Automatic,Bekasi,2755
2021,3,Toyota,Fortuner,Fortuner 4x2 2.8 VRZ AT DSL,45000,Diesel,395000000,Automatic,Bekasi,2755
2017,7,Toyota,Fortuner,Fortuner  2.4L VRZ TRD LUX AT,43000,Diesel,395000000,Automatic,Bandung,2393
